"","ID","Block","genotype","antibiotics","exposure","Condition","time","outcome"
"1290","4_Black_plus_antibiotics_disease",4,"Black","plus_antibiotics","disease","H",93,0
"1291","4_Blue_plus_antibiotics_disease",4,"Blue","plus_antibiotics","disease","H",93,0
"1292","4_Green_plus_antibiotics_disease",4,"Green","plus_antibiotics","disease","H",93,0
"1293","4_Grey_plus_antibiotics_disease",4,"Grey","plus_antibiotics","disease","H",93,0
"1294","4_Neon_plus_antibiotics_disease",4,"Neon","plus_antibiotics","disease","H",93,0
"1295","4_Orange_plus_antibiotics_disease",4,"Orange","plus_antibiotics","disease","WBD",93,0
"1296","4_Pink_plus_antibiotics_disease",4,"Pink","plus_antibiotics","disease","H",93,0
"1297","4_Purple_plus_antibiotics_disease",4,"Purple","plus_antibiotics","disease","H",93,0
"1298","4_Red_plus_antibiotics_disease",4,"Red","plus_antibiotics","disease","H",93,0
"1299","4_Yellow_plus_antibiotics_disease",4,"Yellow","plus_antibiotics","disease","WBD",93,0
"1300","5_Black_plus_antibiotics_disease",5,"Black","plus_antibiotics","disease","H",93,0
"1301","5_Blue_plus_antibiotics_disease",5,"Blue","plus_antibiotics","disease","H",93,0
"1302","5_Green_plus_antibiotics_disease",5,"Green","plus_antibiotics","disease","H",93,0
"1303","5_Grey_plus_antibiotics_disease",5,"Grey","plus_antibiotics","disease","H",93,0
"1304","5_Neon_plus_antibiotics_disease",5,"Neon","plus_antibiotics","disease","H",93,0
"1305","5_Orange_plus_antibiotics_disease",5,"Orange","plus_antibiotics","disease","H",93,0
"1306","5_Pink_plus_antibiotics_disease",5,"Pink","plus_antibiotics","disease","H",93,0
"1307","5_Purple_plus_antibiotics_disease",5,"Purple","plus_antibiotics","disease","H",93,0
"1308","5_Red_plus_antibiotics_disease",5,"Red","plus_antibiotics","disease","WBD",93,0
"1309","5_Yellow_plus_antibiotics_disease",5,"Yellow","plus_antibiotics","disease","H",93,0
"1310","2_Black_no_antibiotics_healthy",2,"Black","no_antibiotics","healthy","H",102,0
"1311","2_Blue_no_antibiotics_healthy",2,"Blue","no_antibiotics","healthy","H",102,0
"1312","2_Green_no_antibiotics_healthy",2,"Green","no_antibiotics","healthy","WBD",102,1
"1313","2_Grey_no_antibiotics_healthy",2,"Grey","no_antibiotics","healthy","H",102,0
"1314","2_Neon_no_antibiotics_healthy",2,"Neon","no_antibiotics","healthy","H",102,0
"1315","2_Orange_no_antibiotics_healthy",2,"Orange","no_antibiotics","healthy","H",102,0
"1316","2_Pink_no_antibiotics_healthy",2,"Pink","no_antibiotics","healthy","H",102,0
"1317","2_Purple_no_antibiotics_healthy",2,"Purple","no_antibiotics","healthy","H",102,0
"1318","2_Red_no_antibiotics_healthy",2,"Red","no_antibiotics","healthy","H",102,0
"1319","2_Yellow_no_antibiotics_healthy",2,"Yellow","no_antibiotics","healthy","H",102,0
"1320","3_Black_no_antibiotics_healthy",3,"Black","no_antibiotics","healthy","H",102,0
"1321","3_Blue_no_antibiotics_healthy",3,"Blue","no_antibiotics","healthy","H",102,0
"1322","3_Grey_no_antibiotics_healthy",3,"Grey","no_antibiotics","healthy","H",102,0
"1323","3_Neon_no_antibiotics_healthy",3,"Neon","no_antibiotics","healthy","H",102,0
"1324","3_Pink_no_antibiotics_healthy",3,"Pink","no_antibiotics","healthy","H",102,0
"1325","3_Purple_no_antibiotics_healthy",3,"Purple","no_antibiotics","healthy","WBD",102,0
"1326","3_Red_no_antibiotics_healthy",3,"Red","no_antibiotics","healthy","H",102,0
"1327","4_Black_no_antibiotics_healthy",4,"Black","no_antibiotics","healthy","H",102,0
"1328","4_Blue_no_antibiotics_healthy",4,"Blue","no_antibiotics","healthy","H",102,0
"1329","4_Green_no_antibiotics_healthy",4,"Green","no_antibiotics","healthy","H",102,0
"1330","4_Grey_no_antibiotics_healthy",4,"Grey","no_antibiotics","healthy","H",102,0
"1331","4_Neon_no_antibiotics_healthy",4,"Neon","no_antibiotics","healthy","H",102,0
"1332","4_Orange_no_antibiotics_healthy",4,"Orange","no_antibiotics","healthy","H",102,0
"1333","4_Pink_no_antibiotics_healthy",4,"Pink","no_antibiotics","healthy","H",102,0
"1334","4_Purple_no_antibiotics_healthy",4,"Purple","no_antibiotics","healthy","H",102,0
"1335","4_Red_no_antibiotics_healthy",4,"Red","no_antibiotics","healthy","H",102,0
"1336","4_Yellow_no_antibiotics_healthy",4,"Yellow","no_antibiotics","healthy","H",102,0
"1337","5_Black_no_antibiotics_healthy",5,"Black","no_antibiotics","healthy","H",102,0
"1338","5_Blue_no_antibiotics_healthy",5,"Blue","no_antibiotics","healthy","H",102,0
"1339","5_Green_no_antibiotics_healthy",5,"Green","no_antibiotics","healthy","H",102,0
"1340","5_Grey_no_antibiotics_healthy",5,"Grey","no_antibiotics","healthy","H",102,0
"1341","5_Neon_no_antibiotics_healthy",5,"Neon","no_antibiotics","healthy","H",102,0
"1342","5_Orange_no_antibiotics_healthy",5,"Orange","no_antibiotics","healthy","H",102,0
"1343","5_Pink_no_antibiotics_healthy",5,"Pink","no_antibiotics","healthy","H",102,0
"1344","5_Purple_no_antibiotics_healthy",5,"Purple","no_antibiotics","healthy","H",102,0
"1345","5_Red_no_antibiotics_healthy",5,"Red","no_antibiotics","healthy","H",102,0
"1346","5_Yellow_no_antibiotics_healthy",5,"Yellow","no_antibiotics","healthy","H",102,0
"1347","1_Black_no_antibiotics_disease",1,"Black","no_antibiotics","disease","H",102,0
"1348","1_Blue_no_antibiotics_disease",1,"Blue","no_antibiotics","disease","H",102,0
"1349","1_Green_no_antibiotics_disease",1,"Green","no_antibiotics","disease","WBD",102,1
"1350","1_Grey_no_antibiotics_disease",1,"Grey","no_antibiotics","disease","WBD",102,0
"1351","1_Neon_no_antibiotics_disease",1,"Neon","no_antibiotics","disease","WBD",102,0
"1352","1_Orange_no_antibiotics_disease",1,"Orange","no_antibiotics","disease","WBD",102,1
"1353","1_Pink_no_antibiotics_disease",1,"Pink","no_antibiotics","disease","H",102,0
"1354","1_Purple_no_antibiotics_disease",1,"Purple","no_antibiotics","disease","H",102,0
"1355","1_Red_no_antibiotics_disease",1,"Red","no_antibiotics","disease","WBD",102,1
"1356","1_Yellow_no_antibiotics_disease",1,"Yellow","no_antibiotics","disease","WBD",102,1
"1357","2_Black_no_antibiotics_disease",2,"Black","no_antibiotics","disease","H",102,0
"1358","2_Blue_no_antibiotics_disease",2,"Blue","no_antibiotics","disease","H",102,0
"1359","2_Green_no_antibiotics_disease",2,"Green","no_antibiotics","disease","H",102,0
"1360","2_Grey_no_antibiotics_disease",2,"Grey","no_antibiotics","disease","H",102,0
"1361","2_Neon_no_antibiotics_disease",2,"Neon","no_antibiotics","disease","H",102,0
"1362","2_Orange_no_antibiotics_disease",2,"Orange","no_antibiotics","disease","H",102,0
"1363","2_Pink_no_antibiotics_disease",2,"Pink","no_antibiotics","disease","H",102,0
"1364","2_Purple_no_antibiotics_disease",2,"Purple","no_antibiotics","disease","H",102,0
"1365","2_Red_no_antibiotics_disease",2,"Red","no_antibiotics","disease","WBD",102,1
"1366","2_Yellow_no_antibiotics_disease",2,"Yellow","no_antibiotics","disease","WBD",102,1
"1367","3_Black_no_antibiotics_disease",3,"Black","no_antibiotics","disease","H",102,0
"1368","3_Blue_no_antibiotics_disease",3,"Blue","no_antibiotics","disease","H",102,0
"1369","3_Green_no_antibiotics_disease",3,"Green","no_antibiotics","disease","H",102,0
"1370","3_Grey_no_antibiotics_disease",3,"Grey","no_antibiotics","disease","H",102,0
"1371","3_Neon_no_antibiotics_disease",3,"Neon","no_antibiotics","disease","H",102,0
"1372","3_Orange_no_antibiotics_disease",3,"Orange","no_antibiotics","disease","H",102,0
"1373","3_Pink_no_antibiotics_disease",3,"Pink","no_antibiotics","disease","H",102,0
"1374","3_Purple_no_antibiotics_disease",3,"Purple","no_antibiotics","disease","H",102,0
"1375","3_Red_no_antibiotics_disease",3,"Red","no_antibiotics","disease","H",102,0
"1376","3_Yellow_no_antibiotics_disease",3,"Yellow","no_antibiotics","disease","H",102,0
"1377","4_Black_no_antibiotics_disease",4,"Black","no_antibiotics","disease","H",102,0
"1378","4_Blue_no_antibiotics_disease",4,"Blue","no_antibiotics","disease","H",102,0
"1379","4_Green_no_antibiotics_disease",4,"Green","no_antibiotics","disease","H",102,0
"1380","4_Grey_no_antibiotics_disease",4,"Grey","no_antibiotics","disease","H",102,0
"1381","4_Neon_no_antibiotics_disease",4,"Neon","no_antibiotics","disease","H",102,0
"1382","4_Orange_no_antibiotics_disease",4,"Orange","no_antibiotics","disease","H",102,0
"1383","4_Pink_no_antibiotics_disease",4,"Pink","no_antibiotics","disease","H",102,0
"1384","4_Purple_no_antibiotics_disease",4,"Purple","no_antibiotics","disease","H",102,0
"1385","4_Red_no_antibiotics_disease",4,"Red","no_antibiotics","disease","H",102,0
"1386","4_Yellow_no_antibiotics_disease",4,"Yellow","no_antibiotics","disease","H",102,0
"1387","5_Black_no_antibiotics_disease",5,"Black","no_antibiotics","disease","H",102,0
"1388","5_Blue_no_antibiotics_disease",5,"Blue","no_antibiotics","disease","WBD",102,1
"1389","5_Green_no_antibiotics_disease",5,"Green","no_antibiotics","disease","H",102,0
"1390","5_Grey_no_antibiotics_disease",5,"Grey","no_antibiotics","disease","WBD",102,1
"1391","5_Neon_no_antibiotics_disease",5,"Neon","no_antibiotics","disease","H",102,0
"1392","5_Orange_no_antibiotics_disease",5,"Orange","no_antibiotics","disease","WBD",102,1
"1393","5_Pink_no_antibiotics_disease",5,"Pink","no_antibiotics","disease","H",102,0
"1394","5_Purple_no_antibiotics_disease",5,"Purple","no_antibiotics","disease","H",102,0
"1395","5_Red_no_antibiotics_disease",5,"Red","no_antibiotics","disease","WBD",102,1
"1396","5_Yellow_no_antibiotics_disease",5,"Yellow","no_antibiotics","disease","H",102,0
"1397","1_Black_plus_antibiotics_healthy",1,"Black","plus_antibiotics","healthy","H",102,0
"1398","1_Blue_plus_antibiotics_healthy",1,"Blue","plus_antibiotics","healthy","H",102,0
"1399","1_Green_plus_antibiotics_healthy",1,"Green","plus_antibiotics","healthy","H",102,0
"1400","1_Grey_plus_antibiotics_healthy",1,"Grey","plus_antibiotics","healthy","H",102,0
"1401","1_Neon_plus_antibiotics_healthy",1,"Neon","plus_antibiotics","healthy","H",102,0
"1402","1_Orange_plus_antibiotics_healthy",1,"Orange","plus_antibiotics","healthy","H",102,0
"1403","1_Pink_plus_antibiotics_healthy",1,"Pink","plus_antibiotics","healthy","H",102,0
"1404","1_Purple_plus_antibiotics_healthy",1,"Purple","plus_antibiotics","healthy","H",102,0
"1405","1_Red_plus_antibiotics_healthy",1,"Red","plus_antibiotics","healthy","H",102,0
"1406","1_Yellow_plus_antibiotics_healthy",1,"Yellow","plus_antibiotics","healthy","H",102,0
"1407","2_Black_plus_antibiotics_healthy",2,"Black","plus_antibiotics","healthy","H",102,0
"1408","2_Blue_plus_antibiotics_healthy",2,"Blue","plus_antibiotics","healthy","H",102,0
"1409","2_Green_plus_antibiotics_healthy",2,"Green","plus_antibiotics","healthy","H",102,0
"1410","2_Grey_plus_antibiotics_healthy",2,"Grey","plus_antibiotics","healthy","H",102,0
"1411","2_Neon_plus_antibiotics_healthy",2,"Neon","plus_antibiotics","healthy","H",102,0
"1412","2_Orange_plus_antibiotics_healthy",2,"Orange","plus_antibiotics","healthy","H",102,0
"1413","2_Pink_plus_antibiotics_healthy",2,"Pink","plus_antibiotics","healthy","H",102,0
"1414","2_Purple_plus_antibiotics_healthy",2,"Purple","plus_antibiotics","healthy","H",102,0
"1415","2_Red_plus_antibiotics_healthy",2,"Red","plus_antibiotics","healthy","H",102,0
"1416","2_Yellow_plus_antibiotics_healthy",2,"Yellow","plus_antibiotics","healthy","H",102,0
"1417","3_Black_plus_antibiotics_healthy",3,"Black","plus_antibiotics","healthy","H",102,0
"1418","3_Blue_plus_antibiotics_healthy",3,"Blue","plus_antibiotics","healthy","H",102,0
"1419","3_Green_plus_antibiotics_healthy",3,"Green","plus_antibiotics","healthy","H",102,0
"1420","3_Grey_plus_antibiotics_healthy",3,"Grey","plus_antibiotics","healthy","H",102,0
"1421","3_Neon_plus_antibiotics_healthy",3,"Neon","plus_antibiotics","healthy","H",102,0
"1422","3_Orange_plus_antibiotics_healthy",3,"Orange","plus_antibiotics","healthy","H",102,0
"1423","3_Pink_plus_antibiotics_healthy",3,"Pink","plus_antibiotics","healthy","H",102,0
"1424","3_Purple_plus_antibiotics_healthy",3,"Purple","plus_antibiotics","healthy","H",102,0
"1425","3_Red_plus_antibiotics_healthy",3,"Red","plus_antibiotics","healthy","H",102,0
"1426","3_Yellow_plus_antibiotics_healthy",3,"Yellow","plus_antibiotics","healthy","H",102,0
"1427","4_Black_plus_antibiotics_healthy",4,"Black","plus_antibiotics","healthy","H",102,0
"1428","4_Blue_plus_antibiotics_healthy",4,"Blue","plus_antibiotics","healthy","H",102,0
"1429","4_Green_plus_antibiotics_healthy",4,"Green","plus_antibiotics","healthy","H",102,0
"1430","4_Grey_plus_antibiotics_healthy",4,"Grey","plus_antibiotics","healthy","H",102,0
"1431","4_Neon_plus_antibiotics_healthy",4,"Neon","plus_antibiotics","healthy","H",102,0
"1432","4_Orange_plus_antibiotics_healthy",4,"Orange","plus_antibiotics","healthy","H",102,0
"1433","4_Pink_plus_antibiotics_healthy",4,"Pink","plus_antibiotics","healthy","H",102,0
"1434","4_Purple_plus_antibiotics_healthy",4,"Purple","plus_antibiotics","healthy","H",102,0
"1435","4_Red_plus_antibiotics_healthy",4,"Red","plus_antibiotics","healthy","H",102,0
"1436","4_Yellow_plus_antibiotics_healthy",4,"Yellow","plus_antibiotics","healthy","H",102,0
"1437","5_Black_plus_antibiotics_healthy",5,"Black","plus_antibiotics","healthy","H",102,0
"1438","5_Blue_plus_antibiotics_healthy",5,"Blue","plus_antibiotics","healthy","H",102,0
"1439","5_Green_plus_antibiotics_healthy",5,"Green","plus_antibiotics","healthy","H",102,0
"1440","5_Grey_plus_antibiotics_healthy",5,"Grey","plus_antibiotics","healthy","H",102,0
"1441","5_Neon_plus_antibiotics_healthy",5,"Neon","plus_antibiotics","healthy","H",102,0
"1442","5_Orange_plus_antibiotics_healthy",5,"Orange","plus_antibiotics","healthy","H",102,0
"1443","5_Pink_plus_antibiotics_healthy",5,"Pink","plus_antibiotics","healthy","H",102,0
"1444","5_Purple_plus_antibiotics_healthy",5,"Purple","plus_antibiotics","healthy","H",102,0
"1445","5_Red_plus_antibiotics_healthy",5,"Red","plus_antibiotics","healthy","H",102,0
"1446","5_Yellow_plus_antibiotics_healthy",5,"Yellow","plus_antibiotics","healthy","H",102,0
"1447","1_Black_plus_antibiotics_disease",1,"Black","plus_antibiotics","disease","H",102,0
"1448","1_Blue_plus_antibiotics_disease",1,"Blue","plus_antibiotics","disease","H",102,0
"1449","1_Green_plus_antibiotics_disease",1,"Green","plus_antibiotics","disease","H",102,0
"1450","1_Grey_plus_antibiotics_disease",1,"Grey","plus_antibiotics","disease","H",102,0
"1451","1_Neon_plus_antibiotics_disease",1,"Neon","plus_antibiotics","disease","H",102,0
"1452","1_Orange_plus_antibiotics_disease",1,"Orange","plus_antibiotics","disease","H",102,0
"1453","1_Pink_plus_antibiotics_disease",1,"Pink","plus_antibiotics","disease","H",102,0
"1454","1_Purple_plus_antibiotics_disease",1,"Purple","plus_antibiotics","disease","H",102,0
"1455","1_Red_plus_antibiotics_disease",1,"Red","plus_antibiotics","disease","H",102,0
"1456","1_Yellow_plus_antibiotics_disease",1,"Yellow","plus_antibiotics","disease","H",102,0
"1457","2_Black_plus_antibiotics_disease",2,"Black","plus_antibiotics","disease","H",102,0
"1458","2_Blue_plus_antibiotics_disease",2,"Blue","plus_antibiotics","disease","H",102,0
"1459","2_Green_plus_antibiotics_disease",2,"Green","plus_antibiotics","disease","H",102,0
"1460","2_Grey_plus_antibiotics_disease",2,"Grey","plus_antibiotics","disease","H",102,0
"1461","2_Neon_plus_antibiotics_disease",2,"Neon","plus_antibiotics","disease","H",102,0
"1462","2_Orange_plus_antibiotics_disease",2,"Orange","plus_antibiotics","disease","H",102,0
"1463","2_Pink_plus_antibiotics_disease",2,"Pink","plus_antibiotics","disease","H",102,0
"1464","2_Purple_plus_antibiotics_disease",2,"Purple","plus_antibiotics","disease","H",102,0
"1465","2_Red_plus_antibiotics_disease",2,"Red","plus_antibiotics","disease","H",102,0
"1466","2_Yellow_plus_antibiotics_disease",2,"Yellow","plus_antibiotics","disease","H",102,0
"1467","3_Black_plus_antibiotics_disease",3,"Black","plus_antibiotics","disease","H",102,0
"1468","3_Blue_plus_antibiotics_disease",3,"Blue","plus_antibiotics","disease","H",102,0
"1469","3_Green_plus_antibiotics_disease",3,"Green","plus_antibiotics","disease","H",102,0
"1470","3_Grey_plus_antibiotics_disease",3,"Grey","plus_antibiotics","disease","H",102,0
"1471","3_Neon_plus_antibiotics_disease",3,"Neon","plus_antibiotics","disease","H",102,0
"1472","3_Orange_plus_antibiotics_disease",3,"Orange","plus_antibiotics","disease","H",102,0
"1473","3_Pink_plus_antibiotics_disease",3,"Pink","plus_antibiotics","disease","H",102,0
"1474","3_Purple_plus_antibiotics_disease",3,"Purple","plus_antibiotics","disease","H",102,0
"1475","3_Red_plus_antibiotics_disease",3,"Red","plus_antibiotics","disease","H",102,0
"1476","3_Yellow_plus_antibiotics_disease",3,"Yellow","plus_antibiotics","disease","WBD",102,0
"1477","4_Black_plus_antibiotics_disease",4,"Black","plus_antibiotics","disease","H",102,0
"1478","4_Blue_plus_antibiotics_disease",4,"Blue","plus_antibiotics","disease","H",102,0
"1479","4_Green_plus_antibiotics_disease",4,"Green","plus_antibiotics","disease","H",102,0
"1480","4_Grey_plus_antibiotics_disease",4,"Grey","plus_antibiotics","disease","H",102,0
"1481","4_Neon_plus_antibiotics_disease",4,"Neon","plus_antibiotics","disease","H",102,0
"1482","4_Orange_plus_antibiotics_disease",4,"Orange","plus_antibiotics","disease","WBD",102,0
"1483","4_Pink_plus_antibiotics_disease",4,"Pink","plus_antibiotics","disease","H",102,0
"1484","4_Purple_plus_antibiotics_disease",4,"Purple","plus_antibiotics","disease","H",102,0
"1485","4_Red_plus_antibiotics_disease",4,"Red","plus_antibiotics","disease","H",102,0
"1486","4_Yellow_plus_antibiotics_disease",4,"Yellow","plus_antibiotics","disease","WBD",102,0
"1487","5_Black_plus_antibiotics_disease",5,"Black","plus_antibiotics","disease","H",102,0
"1488","5_Blue_plus_antibiotics_disease",5,"Blue","plus_antibiotics","disease","H",102,0
"1489","5_Green_plus_antibiotics_disease",5,"Green","plus_antibiotics","disease","H",102,0
"1490","5_Grey_plus_antibiotics_disease",5,"Grey","plus_antibiotics","disease","H",102,0
"1491","5_Neon_plus_antibiotics_disease",5,"Neon","plus_antibiotics","disease","H",102,0
"1492","5_Orange_plus_antibiotics_disease",5,"Orange","plus_antibiotics","disease","H",102,0
"1493","5_Pink_plus_antibiotics_disease",5,"Pink","plus_antibiotics","disease","H",102,0
"1494","5_Purple_plus_antibiotics_disease",5,"Purple","plus_antibiotics","disease","H",102,0
"1495","5_Red_plus_antibiotics_disease",5,"Red","plus_antibiotics","disease","WBD",102,0
"1496","5_Yellow_plus_antibiotics_disease",5,"Yellow","plus_antibiotics","disease","H",102,0
"1497","2_Black_no_antibiotics_healthy",2,"Black","no_antibiotics","healthy","H",117,0
"1498","2_Blue_no_antibiotics_healthy",2,"Blue","no_antibiotics","healthy","H",117,0
"1499","2_Green_no_antibiotics_healthy",2,"Green","no_antibiotics","healthy","WBD",117,1
"1500","2_Grey_no_antibiotics_healthy",2,"Grey","no_antibiotics","healthy","H",117,0
"1501","2_Neon_no_antibiotics_healthy",2,"Neon","no_antibiotics","healthy","H",117,0
"1502","2_Orange_no_antibiotics_healthy",2,"Orange","no_antibiotics","healthy","H",117,0
"1503","2_Pink_no_antibiotics_healthy",2,"Pink","no_antibiotics","healthy","H",117,0
"1504","2_Purple_no_antibiotics_healthy",2,"Purple","no_antibiotics","healthy","H",117,0
"1505","2_Red_no_antibiotics_healthy",2,"Red","no_antibiotics","healthy","H",117,0
"1506","2_Yellow_no_antibiotics_healthy",2,"Yellow","no_antibiotics","healthy","H",117,0
"1507","3_Black_no_antibiotics_healthy",3,"Black","no_antibiotics","healthy","H",117,0
"1508","3_Blue_no_antibiotics_healthy",3,"Blue","no_antibiotics","healthy","H",117,0
"1509","3_Grey_no_antibiotics_healthy",3,"Grey","no_antibiotics","healthy","H",117,0
"1510","3_Neon_no_antibiotics_healthy",3,"Neon","no_antibiotics","healthy","H",117,0
"1511","3_Pink_no_antibiotics_healthy",3,"Pink","no_antibiotics","healthy","H",117,0
"1512","3_Purple_no_antibiotics_healthy",3,"Purple","no_antibiotics","healthy","WBD",117,0
"1513","3_Red_no_antibiotics_healthy",3,"Red","no_antibiotics","healthy","H",117,0
"1514","4_Black_no_antibiotics_healthy",4,"Black","no_antibiotics","healthy","H",117,0
"1515","4_Blue_no_antibiotics_healthy",4,"Blue","no_antibiotics","healthy","H",117,0
"1516","4_Green_no_antibiotics_healthy",4,"Green","no_antibiotics","healthy","H",117,0
"1517","4_Grey_no_antibiotics_healthy",4,"Grey","no_antibiotics","healthy","H",117,0
"1518","4_Neon_no_antibiotics_healthy",4,"Neon","no_antibiotics","healthy","H",117,0
"1519","4_Orange_no_antibiotics_healthy",4,"Orange","no_antibiotics","healthy","H",117,0
"1520","4_Pink_no_antibiotics_healthy",4,"Pink","no_antibiotics","healthy","H",117,0
"1521","4_Purple_no_antibiotics_healthy",4,"Purple","no_antibiotics","healthy","H",117,0
"1522","4_Red_no_antibiotics_healthy",4,"Red","no_antibiotics","healthy","H",117,0
"1523","4_Yellow_no_antibiotics_healthy",4,"Yellow","no_antibiotics","healthy","H",117,0
"1524","5_Black_no_antibiotics_healthy",5,"Black","no_antibiotics","healthy","H",117,0
"1525","5_Blue_no_antibiotics_healthy",5,"Blue","no_antibiotics","healthy","H",117,0
"1526","5_Green_no_antibiotics_healthy",5,"Green","no_antibiotics","healthy","H",117,0
"1527","5_Grey_no_antibiotics_healthy",5,"Grey","no_antibiotics","healthy","H",117,0
"1528","5_Neon_no_antibiotics_healthy",5,"Neon","no_antibiotics","healthy","H",117,0
"1529","5_Orange_no_antibiotics_healthy",5,"Orange","no_antibiotics","healthy","H",117,0
"1530","5_Pink_no_antibiotics_healthy",5,"Pink","no_antibiotics","healthy","H",117,0
"1531","5_Purple_no_antibiotics_healthy",5,"Purple","no_antibiotics","healthy","H",117,0
"1532","5_Red_no_antibiotics_healthy",5,"Red","no_antibiotics","healthy","H",117,0
"1533","5_Yellow_no_antibiotics_healthy",5,"Yellow","no_antibiotics","healthy","H",117,0
"1534","1_Black_no_antibiotics_disease",1,"Black","no_antibiotics","disease","H",117,0
"1535","1_Blue_no_antibiotics_disease",1,"Blue","no_antibiotics","disease","H",117,0
"1536","1_Green_no_antibiotics_disease",1,"Green","no_antibiotics","disease","WBD",117,1
"1537","1_Grey_no_antibiotics_disease",1,"Grey","no_antibiotics","disease","WBD",117,0
"1538","1_Neon_no_antibiotics_disease",1,"Neon","no_antibiotics","disease","WBD",117,0
"1539","1_Orange_no_antibiotics_disease",1,"Orange","no_antibiotics","disease","WBD",117,1
"1540","1_Pink_no_antibiotics_disease",1,"Pink","no_antibiotics","disease","H",117,0
"1541","1_Purple_no_antibiotics_disease",1,"Purple","no_antibiotics","disease","H",117,0
"1542","1_Red_no_antibiotics_disease",1,"Red","no_antibiotics","disease","WBD",117,1
"1543","1_Yellow_no_antibiotics_disease",1,"Yellow","no_antibiotics","disease","WBD",117,1
"1544","2_Black_no_antibiotics_disease",2,"Black","no_antibiotics","disease","H",117,0
"1545","2_Blue_no_antibiotics_disease",2,"Blue","no_antibiotics","disease","H",117,0
"1546","2_Green_no_antibiotics_disease",2,"Green","no_antibiotics","disease","H",117,0
"1547","2_Grey_no_antibiotics_disease",2,"Grey","no_antibiotics","disease","H",117,0
"1548","2_Neon_no_antibiotics_disease",2,"Neon","no_antibiotics","disease","H",117,0
"1549","2_Orange_no_antibiotics_disease",2,"Orange","no_antibiotics","disease","H",117,0
"1550","2_Pink_no_antibiotics_disease",2,"Pink","no_antibiotics","disease","H",117,0
"1551","2_Purple_no_antibiotics_disease",2,"Purple","no_antibiotics","disease","H",117,0
"1552","2_Red_no_antibiotics_disease",2,"Red","no_antibiotics","disease","WBD",117,1
"1553","2_Yellow_no_antibiotics_disease",2,"Yellow","no_antibiotics","disease","WBD",117,1
"1554","3_Black_no_antibiotics_disease",3,"Black","no_antibiotics","disease","H",117,0
"1555","3_Blue_no_antibiotics_disease",3,"Blue","no_antibiotics","disease","H",117,0
"1556","3_Green_no_antibiotics_disease",3,"Green","no_antibiotics","disease","H",117,0
"1557","3_Grey_no_antibiotics_disease",3,"Grey","no_antibiotics","disease","H",117,0
"1558","3_Neon_no_antibiotics_disease",3,"Neon","no_antibiotics","disease","H",117,0
"1559","3_Orange_no_antibiotics_disease",3,"Orange","no_antibiotics","disease","H",117,0
"1560","3_Pink_no_antibiotics_disease",3,"Pink","no_antibiotics","disease","H",117,0
"1561","3_Purple_no_antibiotics_disease",3,"Purple","no_antibiotics","disease","H",117,0
"1562","3_Red_no_antibiotics_disease",3,"Red","no_antibiotics","disease","H",117,0
"1563","3_Yellow_no_antibiotics_disease",3,"Yellow","no_antibiotics","disease","H",117,0
"1564","4_Black_no_antibiotics_disease",4,"Black","no_antibiotics","disease","H",117,0
"1565","4_Blue_no_antibiotics_disease",4,"Blue","no_antibiotics","disease","H",117,0
"1566","4_Green_no_antibiotics_disease",4,"Green","no_antibiotics","disease","H",117,0
"1567","4_Grey_no_antibiotics_disease",4,"Grey","no_antibiotics","disease","H",117,0
"1568","4_Neon_no_antibiotics_disease",4,"Neon","no_antibiotics","disease","H",117,0
"1569","4_Orange_no_antibiotics_disease",4,"Orange","no_antibiotics","disease","H",117,0
"1570","4_Pink_no_antibiotics_disease",4,"Pink","no_antibiotics","disease","H",117,0
"1571","4_Purple_no_antibiotics_disease",4,"Purple","no_antibiotics","disease","H",117,0
"1572","4_Red_no_antibiotics_disease",4,"Red","no_antibiotics","disease","H",117,0
"1573","4_Yellow_no_antibiotics_disease",4,"Yellow","no_antibiotics","disease","H",117,0
"1574","5_Black_no_antibiotics_disease",5,"Black","no_antibiotics","disease","H",117,0
"1575","5_Blue_no_antibiotics_disease",5,"Blue","no_antibiotics","disease","WBD",117,1
"1576","5_Green_no_antibiotics_disease",5,"Green","no_antibiotics","disease","H",117,0
"1577","5_Grey_no_antibiotics_disease",5,"Grey","no_antibiotics","disease","WBD",117,1
"1578","5_Neon_no_antibiotics_disease",5,"Neon","no_antibiotics","disease","H",117,0
"1579","5_Orange_no_antibiotics_disease",5,"Orange","no_antibiotics","disease","WBD",117,1
"1580","5_Pink_no_antibiotics_disease",5,"Pink","no_antibiotics","disease","H",117,0
"1581","5_Purple_no_antibiotics_disease",5,"Purple","no_antibiotics","disease","H",117,0
"1582","5_Red_no_antibiotics_disease",5,"Red","no_antibiotics","disease","WBD",117,1
"1583","5_Yellow_no_antibiotics_disease",5,"Yellow","no_antibiotics","disease","H",117,0
"1584","1_Black_plus_antibiotics_healthy",1,"Black","plus_antibiotics","healthy","H",117,0
"1585","1_Blue_plus_antibiotics_healthy",1,"Blue","plus_antibiotics","healthy","H",117,0
"1586","1_Green_plus_antibiotics_healthy",1,"Green","plus_antibiotics","healthy","H",117,0
"1587","1_Grey_plus_antibiotics_healthy",1,"Grey","plus_antibiotics","healthy","H",117,0
"1588","1_Neon_plus_antibiotics_healthy",1,"Neon","plus_antibiotics","healthy","H",117,0
"1589","1_Orange_plus_antibiotics_healthy",1,"Orange","plus_antibiotics","healthy","H",117,0
