,time,date,month.year,site,transect.number,meter,side,Acerv,WBDint,WBD,Timepoint,Timepoint1
587,Winter16,1/?/2016,16-Jan,CK14,1,15,L,1,0,0,T2,T2: Winter16
588,Winter16,1/?/2016,16-Jan,CK14,1,16,L,1,2,1,T2,T2: Winter16
589,Winter16,1/?/2016,16-Jan,CK14,1,17,L,1,0,0,T2,T2: Winter16
590,Winter16,1/?/2016,16-Jan,CK14,1,18,L,1,8,1,T2,T2: Winter16
591,Winter16,1/?/2016,16-Jan,CK14,1,19,L,1,4,1,T2,T2: Winter16
592,Winter16,1/?/2016,16-Jan,CK14,1,20,L,0,0,0,T2,T2: Winter16
593,Winter16,1/?/2016,16-Jan,CK14,1,21,L,0,0,0,T2,T2: Winter16
594,Winter16,1/?/2016,16-Jan,CK14,1,22,L,0,0,0,T2,T2: Winter16
595,Winter16,1/?/2016,16-Jan,CK14,1,23,L,0,0,0,T2,T2: Winter16
596,Winter16,1/?/2016,16-Jan,CK14,1,24,L,0,0,0,T2,T2: Winter16
597,Winter16,1/?/2016,16-Jan,CK14,1,25,L,1,0,0,T2,T2: Winter16
598,Winter16,1/?/2016,16-Jan,CK14,1,26,L,1,0,0,T2,T2: Winter16
599,Winter16,1/?/2016,16-Jan,CK14,1,27,L,1,0,0,T2,T2: Winter16
600,Winter16,1/?/2016,16-Jan,CK14,1,28,L,1,0,0,T2,T2: Winter16
601,Winter16,1/?/2016,16-Jan,CK14,1,29,L,1,0,0,T2,T2: Winter16
602,Winter16,1/?/2016,16-Jan,CK14,1,30,L,1,0,0,T2,T2: Winter16
603,Winter16,1/?/2016,16-Jan,CK14,1,31,L,1,0,0,T2,T2: Winter16
604,Winter16,1/?/2016,16-Jan,CK14,1,32,L,1,6,1,T2,T2: Winter16
605,Winter16,1/?/2016,16-Jan,CK14,1,33,L,1,0,0,T2,T2: Winter16
606,Winter16,1/?/2016,16-Jan,CK14,1,34,L,0,0,0,T2,T2: Winter16
607,Winter16,1/?/2016,16-Jan,CK14,1,35,L,1,2,1,T2,T2: Winter16
608,Winter16,1/?/2016,16-Jan,CK14,1,36,L,1,2,1,T2,T2: Winter16
609,Winter16,1/?/2016,16-Jan,CK14,1,37,L,1,2,1,T2,T2: Winter16
610,Winter16,1/?/2016,16-Jan,CK14,1,38,L,1,0,0,T2,T2: Winter16
611,Winter16,1/?/2016,16-Jan,CK14,1,39,L,1,9,1,T2,T2: Winter16
612,Winter16,1/?/2016,16-Jan,CK14,1,40,L,1,3,1,T2,T2: Winter16
613,Winter16,1/?/2016,16-Jan,CK14,1,41,L,1,5,1,T2,T2: Winter16
614,Winter16,1/?/2016,16-Jan,CK14,1,42,L,1,3,1,T2,T2: Winter16
615,Winter16,1/?/2016,16-Jan,CK14,1,43,L,1,0,0,T2,T2: Winter16
616,Winter16,1/?/2016,16-Jan,CK14,1,44,L,1,3,1,T2,T2: Winter16
617,Winter16,1/?/2016,16-Jan,CK14,1,45,L,1,9,1,T2,T2: Winter16
618,Winter16,1/?/2016,16-Jan,CK14,1,46,L,1,7,1,T2,T2: Winter16
619,Winter16,1/?/2016,16-Jan,CK14,1,47,L,1,4,1,T2,T2: Winter16
620,Winter16,1/?/2016,16-Jan,CK14,1,48,L,1,3,1,T2,T2: Winter16
621,Winter16,1/10/2016,16-Jan,Moguls,1,0,L,0,0,0,T2,T2: Winter16
622,Winter16,1/10/2016,16-Jan,Moguls,1,1,L,0,0,0,T2,T2: Winter16
623,Winter16,1/10/2016,16-Jan,Moguls,1,2,L,0,0,0,T2,T2: Winter16
624,Winter16,1/10/2016,16-Jan,Moguls,1,3,L,0,0,0,T2,T2: Winter16
625,Winter16,1/10/2016,16-Jan,Moguls,1,4,L,0,0,0,T2,T2: Winter16
626,Winter16,1/10/2016,16-Jan,Moguls,1,5,L,0,0,0,T2,T2: Winter16
627,Winter16,1/10/2016,16-Jan,Moguls,1,6,L,0,0,0,T2,T2: Winter16
628,Winter16,1/10/2016,16-Jan,Moguls,1,7,L,1,3,1,T2,T2: Winter16
629,Winter16,1/10/2016,16-Jan,Moguls,1,8,L,1,2,1,T2,T2: Winter16
630,Winter16,1/10/2016,16-Jan,Moguls,1,9,L,1,3,1,T2,T2: Winter16
631,Winter16,1/10/2016,16-Jan,Moguls,1,10,L,1,4,1,T2,T2: Winter16
632,Winter16,1/10/2016,16-Jan,Moguls,1,11,L,1,6,1,T2,T2: Winter16
633,Winter16,1/10/2016,16-Jan,Moguls,1,12,L,1,0,0,T2,T2: Winter16
634,Winter16,1/10/2016,16-Jan,Moguls,1,13,L,1,0,0,T2,T2: Winter16
635,Winter16,1/10/2016,16-Jan,Moguls,1,14,L,0,0,0,T2,T2: Winter16
636,Winter16,1/10/2016,16-Jan,Moguls,1,15,L,0,0,0,T2,T2: Winter16
637,Winter16,1/10/2016,16-Jan,Moguls,1,16,L,1,0,0,T2,T2: Winter16
638,Winter16,1/10/2016,16-Jan,Moguls,1,17,L,1,1,1,T2,T2: Winter16
639,Winter16,1/10/2016,16-Jan,Moguls,1,18,L,1,2,1,T2,T2: Winter16
640,Winter16,1/10/2016,16-Jan,Moguls,1,19,L,1,2,1,T2,T2: Winter16
641,Winter16,1/10/2016,16-Jan,Moguls,1,20,L,1,0,0,T2,T2: Winter16
642,Winter16,1/10/2016,16-Jan,Moguls,1,21,L,1,0,0,T2,T2: Winter16
643,Winter16,1/10/2016,16-Jan,Moguls,1,22,L,1,1,1,T2,T2: Winter16
644,Winter16,1/10/2016,16-Jan,Moguls,1,23,L,1,7,1,T2,T2: Winter16
645,Winter16,1/10/2016,16-Jan,Moguls,1,24,L,1,6,1,T2,T2: Winter16
646,Winter16,1/10/2016,16-Jan,Moguls,1,25,L,1,2,1,T2,T2: Winter16
647,Winter16,1/10/2016,16-Jan,Moguls,1,26,L,1,0,0,T2,T2: Winter16
648,Winter16,1/10/2016,16-Jan,Moguls,1,27,L,0,0,0,T2,T2: Winter16
649,Winter16,1/10/2016,16-Jan,Moguls,1,28,L,0,0,0,T2,T2: Winter16
650,Winter16,1/10/2016,16-Jan,Moguls,1,29,L,0,0,0,T2,T2: Winter16
651,Winter16,1/10/2016,16-Jan,Moguls,1,30,L,0,0,0,T2,T2: Winter16
652,Winter16,1/10/2016,16-Jan,Moguls,1,31,L,0,0,0,T2,T2: Winter16
653,Winter16,1/10/2016,16-Jan,Moguls,1,32,L,0,0,0,T2,T2: Winter16
654,Winter16,1/10/2016,16-Jan,Moguls,1,33,L,0,0,0,T2,T2: Winter16
655,Winter16,1/10/2016,16-Jan,Moguls,1,34,L,0,0,0,T2,T2: Winter16
656,Winter16,1/10/2016,16-Jan,Moguls,1,35,L,0,0,0,T2,T2: Winter16
657,Winter16,1/10/2016,16-Jan,Moguls,1,36,L,0,0,0,T2,T2: Winter16
658,Winter16,1/10/2016,16-Jan,Moguls,1,37,L,0,0,0,T2,T2: Winter16
659,Winter16,1/10/2016,16-Jan,Moguls,1,38,L,0,0,0,T2,T2: Winter16
660,Winter16,1/10/2016,16-Jan,Moguls,1,39,L,0,0,0,T2,T2: Winter16
661,Winter16,1/10/2016,16-Jan,Moguls,1,40,L,0,0,0,T2,T2: Winter16
662,Winter16,1/10/2016,16-Jan,Moguls,1,41,L,0,0,0,T2,T2: Winter16
663,Winter16,1/10/2016,16-Jan,Moguls,1,42,L,0,0,0,T2,T2: Winter16
664,Winter16,1/10/2016,16-Jan,Moguls,1,43,L,0,0,0,T2,T2: Winter16
665,Winter16,1/10/2016,16-Jan,Moguls,1,44,L,0,0,0,T2,T2: Winter16
666,Winter16,1/10/2016,16-Jan,Moguls,1,45,L,0,0,0,T2,T2: Winter16
667,Winter16,1/10/2016,16-Jan,Moguls,1,46,L,0,0,0,T2,T2: Winter16
668,Winter16,1/10/2016,16-Jan,Moguls,1,47,L,0,0,0,T2,T2: Winter16
669,Winter16,1/10/2016,16-Jan,Moguls,1,48,L,0,0,0,T2,T2: Winter16
670,Winter16,1/10/2016,16-Jan,Moguls,1,49,L,0,0,0,T2,T2: Winter16
671,Winter16,1/9/2016,16-Jan,HS,1,0,R,0,0,0,T2,T2: Winter16
672,Winter16,1/9/2016,16-Jan,HS,1,1,R,0,0,0,T2,T2: Winter16
673,Winter16,1/9/2016,16-Jan,HS,1,2,R,0,0,0,T2,T2: Winter16
674,Winter16,1/9/2016,16-Jan,HS,1,3,R,1,1,1,T2,T2: Winter16
675,Winter16,1/9/2016,16-Jan,HS,1,4,R,1,0,0,T2,T2: Winter16
676,Winter16,1/9/2016,16-Jan,HS,1,5,R,1,13,1,T2,T2: Winter16
677,Winter16,1/9/2016,16-Jan,HS,1,6,R,1,8,1,T2,T2: Winter16
678,Winter16,1/9/2016,16-Jan,HS,1,7,R,1,5,1,T2,T2: Winter16
679,Winter16,1/9/2016,16-Jan,HS,1,8,R,1,0,0,T2,T2: Winter16
680,Winter16,1/9/2016,16-Jan,HS,1,9,R,1,1,1,T2,T2: Winter16
681,Winter16,1/9/2016,16-Jan,HS,1,10,R,1,4,1,T2,T2: Winter16
682,Winter16,1/9/2016,16-Jan,HS,1,11,R,1,4,1,T2,T2: Winter16
683,Winter16,1/9/2016,16-Jan,HS,1,12,R,1,1,1,T2,T2: Winter16
684,Winter16,1/9/2016,16-Jan,HS,1,13,R,1,1,1,T2,T2: Winter16
685,Winter16,1/9/2016,16-Jan,HS,1,14,R,1,1,1,T2,T2: Winter16
686,Winter16,1/9/2016,16-Jan,HS,1,15,R,1,1,1,T2,T2: Winter16
687,Winter16,1/9/2016,16-Jan,HS,1,16,R,1,0,0,T2,T2: Winter16
688,Winter16,1/9/2016,16-Jan,HS,1,17,R,1,2,1,T2,T2: Winter16
689,Winter16,1/9/2016,16-Jan,HS,1,18,R,1,1,1,T2,T2: Winter16
690,Winter16,1/9/2016,16-Jan,HS,1,19,R,1,2,1,T2,T2: Winter16
691,Winter16,1/9/2016,16-Jan,HS,1,20,R,1,7,1,T2,T2: Winter16
692,Winter16,1/9/2016,16-Jan,HS,1,21,R,1,3,1,T2,T2: Winter16
693,Winter16,1/9/2016,16-Jan,HS,1,22,R,1,2,1,T2,T2: Winter16
694,Winter16,1/9/2016,16-Jan,HS,1,23,R,1,3,1,T2,T2: Winter16
695,Winter16,1/9/2016,16-Jan,HS,1,24,R,1,0,0,T2,T2: Winter16
696,Winter16,1/9/2016,16-Jan,HS,1,25,R,1,0,0,T2,T2: Winter16
697,Winter16,1/9/2016,16-Jan,HS,1,26,R,0,0,0,T2,T2: Winter16
698,Winter16,1/9/2016,16-Jan,HS,1,27,R,1,0,0,T2,T2: Winter16
699,Winter16,1/9/2016,16-Jan,HS,1,28,R,1,1,1,T2,T2: Winter16
700,Winter16,1/9/2016,16-Jan,HS,1,29,R,1,2,1,T2,T2: Winter16
701,Winter16,1/9/2016,16-Jan,HS,1,30,R,1,1,1,T2,T2: Winter16
702,Winter16,1/9/2016,16-Jan,HS,1,31,R,1,5,1,T2,T2: Winter16
703,Winter16,1/9/2016,16-Jan,HS,1,32,R,1,2,1,T2,T2: Winter16
704,Winter16,1/9/2016,16-Jan,HS,1,33,R,1,4,1,T2,T2: Winter16
705,Winter16,1/9/2016,16-Jan,HS,1,34,R,1,3,1,T2,T2: Winter16
706,Winter16,1/9/2016,16-Jan,HS,1,35,R,1,0,0,T2,T2: Winter16
707,Winter16,1/9/2016,16-Jan,HS,1,36,R,1,1,1,T2,T2: Winter16
708,Winter16,1/9/2016,16-Jan,HS,1,37,R,1,3,1,T2,T2: Winter16
709,Winter16,1/9/2016,16-Jan,HS,1,38,R,1,1,1,T2,T2: Winter16
710,Winter16,1/9/2016,16-Jan,HS,1,39,R,1,1,1,T2,T2: Winter16
711,Winter16,1/9/2016,16-Jan,HS,1,40,R,1,2,1,T2,T2: Winter16
712,Winter16,1/9/2016,16-Jan,HS,1,41,R,1,2,1,T2,T2: Winter16
713,Winter16,1/9/2016,16-Jan,Sebastian,1,0,R,1,0,0,T2,T2: Winter16
714,Winter16,1/9/2016,16-Jan,Sebastian,1,1,R,0,0,0,T2,T2: Winter16
715,Winter16,1/9/2016,16-Jan,Sebastian,1,2,R,1,0,0,T2,T2: Winter16
716,Winter16,1/9/2016,16-Jan,Sebastian,1,3,R,1,0,0,T2,T2: Winter16
717,Winter16,1/9/2016,16-Jan,Sebastian,1,4,R,0,0,0,T2,T2: Winter16
718,Winter16,1/9/2016,16-Jan,Sebastian,1,5,R,0,0,0,T2,T2: Winter16
719,Winter16,1/9/2016,16-Jan,Sebastian,1,6,R,0,0,0,T2,T2: Winter16
720,Winter16,1/9/2016,16-Jan,Sebastian,1,7,R,1,1,1,T2,T2: Winter16
721,Winter16,1/9/2016,16-Jan,Sebastian,1,8,R,1,0,0,T2,T2: Winter16
722,Winter16,1/9/2016,16-Jan,Sebastian,1,9,R,1,0,0,T2,T2: Winter16
723,Winter16,1/9/2016,16-Jan,Sebastian,1,10,R,1,0,0,T2,T2: Winter16
724,Winter16,1/9/2016,16-Jan,Sebastian,1,11,R,1,0,0,T2,T2: Winter16
725,Winter16,1/9/2016,16-Jan,Sebastian,1,12,R,1,1,1,T2,T2: Winter16
726,Winter16,1/9/2016,16-Jan,Sebastian,1,13,R,1,0,0,T2,T2: Winter16
727,Winter16,1/9/2016,16-Jan,Sebastian,1,14,R,1,2,1,T2,T2: Winter16
728,Winter16,1/9/2016,16-Jan,Sebastian,1,15,R,1,0,0,T2,T2: Winter16
729,Winter16,1/9/2016,16-Jan,Sebastian,1,16,R,1,2,1,T2,T2: Winter16
730,Winter16,1/9/2016,16-Jan,Sebastian,1,17,R,1,1,1,T2,T2: Winter16
731,Winter16,1/9/2016,16-Jan,Sebastian,1,18,R,0,0,0,T2,T2: Winter16
732,Winter16,1/9/2016,16-Jan,Sebastian,1,19,R,0,0,0,T2,T2: Winter16
733,Winter16,1/9/2016,16-Jan,Sebastian,1,20,R,0,0,0,T2,T2: Winter16
734,Winter16,1/9/2016,16-Jan,Sebastian,1,21,R,0,0,0,T2,T2: Winter16
735,Winter16,1/9/2016,16-Jan,Sebastian,1,22,R,1,0,0,T2,T2: Winter16
736,Winter16,1/9/2016,16-Jan,Sebastian,1,23,R,1,1,1,T2,T2: Winter16
737,Winter16,1/9/2016,16-Jan,Sebastian,1,24,R,1,1,1,T2,T2: Winter16
738,Winter16,1/9/2016,16-Jan,Sebastian,1,25,R,1,0,0,T2,T2: Winter16
739,Winter16,1/9/2016,16-Jan,Sebastian,1,26,R,1,3,1,T2,T2: Winter16
740,Winter16,1/9/2016,16-Jan,Sebastian,1,27,R,1,0,0,T2,T2: Winter16
741,Winter16,1/9/2016,16-Jan,Sebastian,1,28,R,1,0,0,T2,T2: Winter16
742,Winter16,1/9/2016,16-Jan,Sebastian,1,29,R,1,2,1,T2,T2: Winter16
743,Winter16,1/9/2016,16-Jan,Sebastian,1,30,R,1,1,1,T2,T2: Winter16
744,Winter16,1/9/2016,16-Jan,Sebastian,1,31,R,1,3,1,T2,T2: Winter16
745,Winter16,1/9/2016,16-Jan,Sebastian,1,32,R,1,2,1,T2,T2: Winter16
746,Winter16,1/9/2016,16-Jan,Sebastian,1,33,R,1,2,1,T2,T2: Winter16
747,Winter16,1/9/2016,16-Jan,Sebastian,1,34,R,1,0,0,T2,T2: Winter16
748,Winter16,1/9/2016,16-Jan,Sebastian,1,35,R,1,0,0,T2,T2: Winter16
749,Winter16,1/9/2016,16-Jan,Sebastian,1,36,R,1,3,1,T2,T2: Winter16
750,Winter16,1/9/2016,16-Jan,Sebastian,1,37,R,0,0,0,T2,T2: Winter16
751,Winter16,1/9/2016,16-Jan,Sebastian,1,38,R,0,0,0,T2,T2: Winter16
752,Winter16,1/9/2016,16-Jan,Sebastian,1,39,R,0,0,0,T2,T2: Winter16
753,Winter16,1/9/2016,16-Jan,Sebastian,1,40,R,0,0,0,T2,T2: Winter16
754,Winter16,1/10/2016,16-Jan,CK4,1,0,R,1,0,0,T2,T2: Winter16
755,Winter16,1/10/2016,16-Jan,CK4,1,1,R,1,0,0,T2,T2: Winter16
756,Winter16,1/10/2016,16-Jan,CK4,1,2,R,0,0,0,T2,T2: Winter16
757,Winter16,1/10/2016,16-Jan,CK4,1,3,R,0,0,0,T2,T2: Winter16
758,Winter16,1/10/2016,16-Jan,CK4,1,4,R,0,0,0,T2,T2: Winter16
759,Winter16,1/10/2016,16-Jan,CK4,1,5,R,0,0,0,T2,T2: Winter16
760,Winter16,1/10/2016,16-Jan,CK4,1,6,R,0,0,0,T2,T2: Winter16
761,Winter16,1/10/2016,16-Jan,CK4,1,7,R,0,0,0,T2,T2: Winter16
762,Winter16,1/10/2016,16-Jan,CK4,1,8,R,1,2,1,T2,T2: Winter16
763,Winter16,1/10/2016,16-Jan,CK4,1,9,R,1,1,1,T2,T2: Winter16
764,Winter16,1/10/2016,16-Jan,CK4,1,10,R,1,1,1,T2,T2: Winter16
765,Winter16,1/10/2016,16-Jan,CK4,1,11,R,1,1,1,T2,T2: Winter16
766,Winter16,1/10/2016,16-Jan,CK4,1,12,R,1,5,1,T2,T2: Winter16
767,Winter16,1/10/2016,16-Jan,CK4,1,13,R,1,4,1,T2,T2: Winter16
768,Winter16,1/10/2016,16-Jan,CK4,1,14,R,1,3,1,T2,T2: Winter16
769,Winter16,1/10/2016,16-Jan,CK4,1,15,R,1,7,1,T2,T2: Winter16
770,Winter16,1/10/2016,16-Jan,CK4,1,16,R,1,1,1,T2,T2: Winter16
771,Winter16,1/10/2016,16-Jan,CK4,1,17,R,1,2,1,T2,T2: Winter16
772,Winter16,1/10/2016,16-Jan,CK4,1,18,R,1,2,1,T2,T2: Winter16
773,Winter16,1/10/2016,16-Jan,CK4,1,19,R,1,4,1,T2,T2: Winter16
774,Winter16,1/10/2016,16-Jan,CK4,1,20,R,1,0,0,T2,T2: Winter16
775,Winter16,1/10/2016,16-Jan,CK4,1,21,R,1,0,0,T2,T2: Winter16
776,Winter16,1/10/2016,16-Jan,CK4,1,22,R,1,0,0,T2,T2: Winter16
777,Winter16,1/10/2016,16-Jan,CK4,1,23,R,1,4,1,T2,T2: Winter16
778,Winter16,1/10/2016,16-Jan,CK4,1,24,R,1,0,0,T2,T2: Winter16
779,Winter16,1/10/2016,16-Jan,CK4,1,25,R,1,2,1,T2,T2: Winter16
780,Winter16,1/10/2016,16-Jan,CK4,1,26,R,1,0,0,T2,T2: Winter16
781,Winter16,1/10/2016,16-Jan,CK4,1,27,R,1,0,0,T2,T2: Winter16
782,Winter16,1/10/2016,16-Jan,CK4,1,28,R,1,1,1,T2,T2: Winter16
783,Winter16,1/10/2016,16-Jan,CK4,1,29,R,1,0,0,T2,T2: Winter16
784,Winter16,1/10/2016,16-Jan,CK4,1,30,R,1,5,1,T2,T2: Winter16
785,Winter16,1/10/2016,16-Jan,CK4,1,31,R,1,1,1,T2,T2: Winter16
786,Winter16,1/10/2016,16-Jan,CK4,1,32,R,1,0,0,T2,T2: Winter16
787,Winter16,1/10/2016,16-Jan,CK4,1,33,R,1,0,0,T2,T2: Winter16
788,Winter16,1/10/2016,16-Jan,CK4,1,34,R,0,0,0,T2,T2: Winter16
789,Winter16,1/10/2016,16-Jan,CK4,1,35,R,0,0,0,T2,T2: Winter16
790,Winter16,1/10/2016,16-Jan,CK4,1,36,R,0,0,0,T2,T2: Winter16
791,Winter16,1/10/2016,16-Jan,CK4,1,37,R,0,0,0,T2,T2: Winter16
792,Winter16,1/10/2016,16-Jan,CK4,1,38,R,0,0,0,T2,T2: Winter16
793,Winter16,1/10/2016,16-Jan,CK4,1,39,R,1,0,0,T2,T2: Winter16
794,Winter16,1/10/2016,16-Jan,CK4,1,40,R,1,0,0,T2,T2: Winter16
795,Winter16,1/10/2016,16-Jan,CK4,1,41,R,1,0,0,T2,T2: Winter16
796,Winter16,1/10/2016,16-Jan,CK4,1,42,R,1,0,0,T2,T2: Winter16
797,Winter16,1/10/2016,16-Jan,CK4,1,43,R,1,0,0,T2,T2: Winter16
798,Winter16,1/10/2016,16-Jan,CK4,1,44,R,1,1,1,T2,T2: Winter16
799,Winter16,1/10/2016,16-Jan,CK4,1,45,R,1,0,0,T2,T2: Winter16
800,Winter16,1/?/2016,16-Jan,CK14,1,0,R,1,0,0,T2,T2: Winter16
801,Winter16,1/?/2016,16-Jan,CK14,1,1,R,1,1,1,T2,T2: Winter16
802,Winter16,1/?/2016,16-Jan,CK14,1,2,R,1,13,1,T2,T2: Winter16
803,Winter16,1/?/2016,16-Jan,CK14,1,3,R,1,8,1,T2,T2: Winter16
804,Winter16,1/?/2016,16-Jan,CK14,1,4,R,1,11,1,T2,T2: Winter16
805,Winter16,1/?/2016,16-Jan,CK14,1,5,R,1,8,1,T2,T2: Winter16
806,Winter16,1/?/2016,16-Jan,CK14,1,6,R,1,9,1,T2,T2: Winter16
807,Winter16,1/?/2016,16-Jan,CK14,1,7,R,1,4,1,T2,T2: Winter16
808,Winter16,1/?/2016,16-Jan,CK14,1,8,R,1,10,1,T2,T2: Winter16
809,Winter16,1/?/2016,16-Jan,CK14,1,9,R,1,6,1,T2,T2: Winter16
810,Winter16,1/?/2016,16-Jan,CK14,1,10,R,1,8,1,T2,T2: Winter16
811,Winter16,1/?/2016,16-Jan,CK14,1,11,R,1,0,0,T2,T2: Winter16
812,Winter16,1/?/2016,16-Jan,CK14,1,12,R,1,0,0,T2,T2: Winter16
813,Winter16,1/?/2016,16-Jan,CK14,1,13,R,1,3,1,T2,T2: Winter16
814,Winter16,1/?/2016,16-Jan,CK14,1,14,R,1,9,1,T2,T2: Winter16
815,Winter16,1/?/2016,16-Jan,CK14,1,15,R,1,0,0,T2,T2: Winter16
816,Winter16,1/?/2016,16-Jan,CK14,1,16,R,1,3,1,T2,T2: Winter16
817,Winter16,1/?/2016,16-Jan,CK14,1,17,R,1,0,0,T2,T2: Winter16
818,Winter16,1/?/2016,16-Jan,CK14,1,18,R,1,0,0,T2,T2: Winter16
819,Winter16,1/?/2016,16-Jan,CK14,1,19,R,1,0,0,T2,T2: Winter16
820,Winter16,1/?/2016,16-Jan,CK14,1,20,R,1,2,1,T2,T2: Winter16
821,Winter16,1/?/2016,16-Jan,CK14,1,21,R,0,0,0,T2,T2: Winter16
822,Winter16,1/?/2016,16-Jan,CK14,1,22,R,0,0,0,T2,T2: Winter16
823,Winter16,1/?/2016,16-Jan,CK14,1,23,R,0,0,0,T2,T2: Winter16
824,Winter16,1/?/2016,16-Jan,CK14,1,24,R,0,0,0,T2,T2: Winter16
825,Winter16,1/?/2016,16-Jan,CK14,1,25,R,1,0,0,T2,T2: Winter16
826,Winter16,1/?/2016,16-Jan,CK14,1,26,R,1,3,1,T2,T2: Winter16
827,Winter16,1/?/2016,16-Jan,CK14,1,27,R,1,0,0,T2,T2: Winter16
828,Winter16,1/?/2016,16-Jan,CK14,1,28,R,0,0,0,T2,T2: Winter16
829,Winter16,1/?/2016,16-Jan,CK14,1,29,R,1,2,1,T2,T2: Winter16
830,Winter16,1/?/2016,16-Jan,CK14,1,30,R,1,0,0,T2,T2: Winter16
831,Winter16,1/?/2016,16-Jan,CK14,1,31,R,1,0,0,T2,T2: Winter16
832,Winter16,1/?/2016,16-Jan,CK14,1,32,R,1,0,0,T2,T2: Winter16
833,Winter16,1/?/2016,16-Jan,CK14,1,33,R,0,0,0,T2,T2: Winter16
834,Winter16,1/?/2016,16-Jan,CK14,1,34,R,0,0,0,T2,T2: Winter16
835,Winter16,1/?/2016,16-Jan,CK14,1,35,R,1,0,0,T2,T2: Winter16
836,Winter16,1/?/2016,16-Jan,CK14,1,36,R,1,4,1,T2,T2: Winter16
837,Winter16,1/?/2016,16-Jan,CK14,1,37,R,1,4,1,T2,T2: Winter16
838,Winter16,1/?/2016,16-Jan,CK14,1,38,R,1,0,0,T2,T2: Winter16
839,Winter16,1/?/2016,16-Jan,CK14,1,39,R,1,1,1,T2,T2: Winter16
840,Winter16,1/?/2016,16-Jan,CK14,1,40,R,1,3,1,T2,T2: Winter16
841,Winter16,1/?/2016,16-Jan,CK14,1,41,R,1,3,1,T2,T2: Winter16
842,Winter16,1/?/2016,16-Jan,CK14,1,42,R,1,0,0,T2,T2: Winter16
843,Winter16,1/?/2016,16-Jan,CK14,1,43,R,1,4,1,T2,T2: Winter16
844,Winter16,1/?/2016,16-Jan,CK14,1,44,R,1,11,1,T2,T2: Winter16
845,Winter16,1/?/2016,16-Jan,CK14,1,45,R,1,0,0,T2,T2: Winter16
846,Winter16,1/?/2016,16-Jan,CK14,1,46,R,1,0,0,T2,T2: Winter16
847,Winter16,1/?/2016,16-Jan,CK14,1,47,R,1,3,1,T2,T2: Winter16
848,Winter16,1/?/2016,16-Jan,CK14,1,48,R,1,0,0,T2,T2: Winter16
849,Winter16,1/10/2016,16-Jan,Moguls,1,0,R,0,0,0,T2,T2: Winter16
850,Winter16,1/10/2016,16-Jan,Moguls,1,1,R,0,0,0,T2,T2: Winter16
851,Winter16,1/10/2016,16-Jan,Moguls,1,2,R,0,0,0,T2,T2: Winter16
852,Winter16,1/10/2016,16-Jan,Moguls,1,3,R,0,0,0,T2,T2: Winter16
853,Winter16,1/10/2016,16-Jan,Moguls,1,4,R,0,0,0,T2,T2: Winter16
854,Winter16,1/10/2016,16-Jan,Moguls,1,5,R,0,0,0,T2,T2: Winter16
855,Winter16,1/10/2016,16-Jan,Moguls,1,6,R,1,0,0,T2,T2: Winter16
856,Winter16,1/10/2016,16-Jan,Moguls,1,7,R,1,0,0,T2,T2: Winter16
857,Winter16,1/10/2016,16-Jan,Moguls,1,8,R,1,0,0,T2,T2: Winter16
858,Winter16,1/10/2016,16-Jan,Moguls,1,9,R,1,2,1,T2,T2: Winter16
859,Winter16,1/10/2016,16-Jan,Moguls,1,10,R,1,5,1,T2,T2: Winter16
860,Winter16,1/10/2016,16-Jan,Moguls,1,11,R,1,7,1,T2,T2: Winter16
861,Winter16,1/10/2016,16-Jan,Moguls,1,12,R,1,0,0,T2,T2: Winter16
862,Winter16,1/10/2016,16-Jan,Moguls,1,13,R,1,2,1,T2,T2: Winter16
863,Winter16,1/10/2016,16-Jan,Moguls,1,14,R,0,0,0,T2,T2: Winter16
864,Winter16,1/10/2016,16-Jan,Moguls,1,15,R,0,0,0,T2,T2: Winter16
865,Winter16,1/10/2016,16-Jan,Moguls,1,16,R,1,0,0,T2,T2: Winter16
866,Winter16,1/10/2016,16-Jan,Moguls,1,17,R,1,0,0,T2,T2: Winter16
867,Winter16,1/10/2016,16-Jan,Moguls,1,18,R,1,1,1,T2,T2: Winter16
868,Winter16,1/10/2016,16-Jan,Moguls,1,19,R,1,0,0,T2,T2: Winter16
869,Winter16,1/10/2016,16-Jan,Moguls,1,20,R,1,1,1,T2,T2: Winter16
870,Winter16,1/10/2016,16-Jan,Moguls,1,21,R,1,0,0,T2,T2: Winter16
871,Winter16,1/10/2016,16-Jan,Moguls,1,22,R,1,0,0,T2,T2: Winter16
872,Winter16,1/10/2016,16-Jan,Moguls,1,23,R,1,3,1,T2,T2: Winter16
873,Winter16,1/10/2016,16-Jan,Moguls,1,24,R,1,0,0,T2,T2: Winter16
874,Winter16,1/10/2016,16-Jan,Moguls,1,25,R,1,6,1,T2,T2: Winter16
875,Winter16,1/10/2016,16-Jan,Moguls,1,26,R,1,3,1,T2,T2: Winter16
876,Winter16,1/10/2016,16-Jan,Moguls,1,27,R,0,0,0,T2,T2: Winter16
877,Winter16,1/10/2016,16-Jan,Moguls,1,28,R,0,0,0,T2,T2: Winter16
878,Winter16,1/10/2016,16-Jan,Moguls,1,29,R,0,0,0,T2,T2: Winter16
879,Winter16,1/10/2016,16-Jan,Moguls,1,30,R,0,0,0,T2,T2: Winter16
880,Winter16,1/10/2016,16-Jan,Moguls,1,31,R,0,0,0,T2,T2: Winter16
